id,split,v1_orig_mean,v1_orig_std,v1_orig_min,v1_orig_max,v1_orig_entropy,v1_clahe_mean,v1_clahe_std,v1_clahe_min,v1_clahe_max,v1_clahe_entropy,v1_delta_mean,v1_delta_std,v1_delta_entropy,v2_orig_mean,v2_orig_std,v2_orig_min,v2_orig_max,v2_orig_entropy,v2_clahe_mean,v2_clahe_std,v2_clahe_min,v2_clahe_max,v2_clahe_entropy,v2_delta_mean,v2_delta_std,v2_delta_entropy
CXR3516_IM-1715,train,143.0043900516055,54.64352831244266,0,238,7.54101670025592,136.63092388188073,56.3245496989374,2,252,7.604378896706272,-6.3734661697247645,1.6810213864947414,0.06336219645035257,121.15123416735881,70.25372410432979,0,236,7.315638512263112,121.45660299003322,70.620303053285,2,250,7.403588258146699,0.30536882267441,0.36657894895520826,0.08794974588358695
CXR3102_IM-1454,train,111.59883277529762,30.08639233992556,7,246,6.694744514098819,121.6035900297619,38.52962165560656,4,250,7.081409716708634,10.00475725446428,8.443229315681002,0.38666520260981496,106.66907051282051,50.9675608820656,0,198,6.645009352725942,116.9803466796875,53.975159690099304,2,216,7.060360716618222,10.311276166866989,3.0075988080337055,0.4153513638922801
CXR1267_IM-0179,train,135.29969348473085,56.49851889270735,0,255,7.584357151952036,138.1174705615942,56.81480229371013,2,255,7.535765780768497,2.8177770768633366,0.31628340100277796,-0.04859137118353907,149.5652671667894,58.16644471296761,0,255,7.408935724477528,145.26587237665686,58.54560164399406,2,255,7.495716850626978,-4.2993947901325384,0.37915693102645065,0.08678112614944933
CXR3766_IM-1885,train,148.51377868652344,73.52902401782583,0,245,7.278448793695841,143.6094741821289,72.78184311332924,3,250,7.377305839553666,-4.904304504394531,-0.747180904496588,0.09885704585782573,106.56473541259766,81.46545589481823,0,254,6.538316743932038,105.86238098144531,78.75412197542418,2,254,6.621604285762656,-0.7023544311523438,-2.7113339193940504,0.08328754183061804
CXR1145_IM-0097,train,138.59277030749197,56.315149470510974,0,234,7.44595863923006,135.03493714943912,62.270748269895584,2,246,7.666133180229186,-3.5578331580528584,5.95559879938461,0.2201745409991256,100.5573480068109,77.12985305957072,0,233,7.013898536111066,102.91754306891026,77.111777017722,2,247,7.203141365887312,2.360195062099365,-0.018076041848715363,0.18924282977624607
CXR1573_IM-0374,train,157.50587797619048,46.30325755298269,0,255,7.385576916019272,150.97952008928573,50.82421395896322,2,255,7.461446611069547,-6.526357886904748,4.520956405980527,0.07586969505027508,140.63461225460736,32.54676819094523,3,255,6.831552960444688,141.79490935496796,41.247617317510496,2,255,7.260370437769503,1.1602971003605944,8.700849126565267,0.4288174773248157
CXR2372_IM-0933-0001,train,128.79872654403073,42.06789988535842,0,255,7.17531756799963,136.69478150856975,46.75282991679681,2,255,7.246954834279102,7.896054964539019,4.684930031438391,0.0716372662794722,148.8811027255259,78.49215542286633,0,255,7.365501262082901,144.19342574332524,74.87276970327915,2,255,7.405032212944011,-4.6876769822006565,-3.6193857195871857,0.039530950861109915
CXR3115_IM-1463,train,119.7448616027832,73.20017510113276,0,246,7.366827607190291,122.90426635742188,72.61734891547654,2,248,7.339832405345565,3.159404754638672,-0.5828261856562165,-0.026995201844726147,96.59574508666992,77.32106193664949,0,255,6.467586572588308,100.93868255615234,76.99450144724968,2,255,6.556617149958722,4.342937469482422,-0.3265604893998102,0.08903057737041387
CXR3706_IM-1851,train,161.4068102714343,69.22956672169028,0,255,7.645923469059169,150.46924141125803,68.25181638334884,2,255,7.708163290167408,-10.93756886017627,-0.977750338341437,0.06223982110823911,159.95282451923077,84.99081151160458,0,255,7.299103061047222,148.94865534855768,77.65656599271986,0,255,7.603489307172392,-11.004169170673094,-7.334245518884714,0.30438624612517007
CXR1616_IM-0399,train,132.66409291198096,52.84409090672723,0,254,7.5829269998573485,132.47300091911765,56.53984174403599,2,255,7.602157085986774,-0.19109199286330636,3.6957508373087578,0.019230086129425672,102.17759578692244,74.48640611682079,0,245,7.117580048890841,106.60266475866337,73.10834147869447,3,249,7.13533553603296,4.425068971740927,-1.3780646381263182,0.01775548714211883
CXR2845_IM-1254,train,115.94360584077381,31.677413915906996,1,177,6.819643728799935,124.25564546130953,41.92809767405121,2,217,7.20980353408671,8.312039620535714,10.250683758144213,0.39015980528677474,104.40883538661859,43.30327042473825,0,255,6.6656487828885655,116.67884865785257,47.651803944417296,2,255,6.959979861758566,12.270013271233978,4.3485335196790444,0.2943310788700009
CXR951_IM-2447,train,133.10198102678572,58.034616249299944,0,255,7.797397608208048,135.06735026041667,57.15152335560732,0,255,7.689342121360686,1.9653692336309518,-0.883092893692627,-0.10805548684736177,166.71283115484775,60.42911143968536,0,255,7.64579697551886,153.16334572816507,62.08325195668024,2,255,7.674585870731642,-13.54948542668268,1.654140516994886,0.028788895212781718
CXR3404_IM-1647,train,127.13348388671875,68.33334820192539,0,255,7.522096996406926,125.71781921386719,67.56188277204569,0,255,7.7168294275078395,-1.4156646728515625,-0.7714654298796972,0.19473243110091332,87.83638172579887,77.03914821677742,0,255,6.49785321967982,93.15939629346805,74.40356353708391,2,255,7.134523571784503,5.323014567669176,-2.6355846796935083,0.6366703521046828
CXR3956_IM-2021,train,173.40194847470238,45.94004399456743,0,255,7.273162200873909,166.3480236235119,49.224118625383944,2,255,7.265828513530187,-7.053924851190487,3.2840746308165123,-0.007333687343721529,97.69575696113782,36.331526454012256,0,230,6.4709568391493875,109.51125863882211,38.844616279970694,2,240,6.697556440569334,11.815501677684296,2.5130898259584384,0.22659960141994695
CXR1981_IM-0638,train,169.74626903044873,70.80156541183086,0,255,7.377159397917181,156.00011894030447,68.94394319061065,0,255,7.526803957131743,-13.746150090144255,-1.8576222212202111,0.1496445592145621,122.09039776141827,33.70153810388255,0,244,6.714242220074335,128.7895226111779,37.75640023875883,2,249,6.97729680859637,6.699124849759613,4.054862134876281,0.263054588522035
CXR930_IM-2429,train,87.79294057992789,34.994258173126994,0,255,5.7529872919015705,98.0325207832532,36.58621685297073,2,255,6.082718683903485,10.239580203325318,1.591958679843735,0.32973139200191426,167.80256696428572,55.79292277256975,0,255,7.331317573170172,158.42338169642858,55.229849621683485,3,255,7.370932308794147,-9.379185267857139,-0.5630731508862681,0.03961473562397533
CXR2269_IM-0858,train,171.76293182373047,60.75920786085456,0,255,7.400590317290246,158.9633560180664,65.45131440610756,2,255,7.532144279473664,-12.799575805664062,4.692106545252997,0.13155396218341853,153.37255144817073,63.289929015952275,0,254,7.568923272639013,149.27587017276423,63.03762795085279,2,254,7.54276162294422,-4.096681275406496,-0.2523010650994877,-0.026161649694793176
CXR2328_IM-0898,train,140.3318824404762,63.059141232923544,0,255,7.747146116483145,126.7642810639881,65.79674863521484,2,255,7.758303978895518,-13.5676013764881,2.737607402291296,0.011157862412373376,146.81689766125803,84.68890577442197,0,255,7.525250780679644,135.64235276442307,78.33848910857715,3,255,7.679018201315981,-11.17454489683496,-6.3504166658448185,0.15376742063633664
CXR1167_IM-0112,train,109.63129978553921,62.5781987630484,0,240,7.559243529246584,116.8351868872549,65.36423111682153,2,246,7.589132055392113,7.203887101715694,2.7860323537731304,0.029888526145529504,95.26606837084148,70.62265964639501,0,249,7.167392000149164,102.81665851272015,69.67175092423156,2,254,7.142908751491702,7.550590141878672,-0.9509087221634474,-0.024483248657461765
CXR152_IM-0335,train,68.77256393432617,70.36003273536285,0,255,6.2381184682633055,77.046142578125,69.62024873474229,2,255,6.581763006462013,8.273578643798828,-0.7397840006205598,0.3436445381987072,110.98695235906862,70.20814032418107,0,255,7.657518413925747,116.2406364889706,68.46225178593681,2,255,7.643072527684398,5.25368412990197,-1.7458885382442588,-0.014445886241349015
CXR1491_IM-0317,train,83.26380461165049,56.28718261870231,0,255,6.728348325319008,98.21072575343851,61.44080453324679,2,255,6.975713597718412,14.946921141788025,5.15362191454448,0.24736527239940465,147.52632533482142,59.091343067981946,0,253,7.595445523440505,147.3095238095238,59.81267353681371,3,254,7.600788506051938,-0.21680152529762609,0.7213304688317663,0.005342982611432845
CXR880_IM-2395,train,159.16033212381515,56.462234051662726,0,255,7.570020894530924,150.64260589454977,57.85207728612261,2,255,7.568422226747037,-8.517726229265378,1.3898432344598817,-0.0015986677838872865,102.03494262695312,78.62405123056105,0,254,6.760770585307996,104.82618713378906,77.56227406607807,2,255,6.770194241130184,2.7912445068359375,-1.0617771644829759,0.009423655822188515
CXR22_IM-0810,train,114.1563251201923,32.22168931677464,0,252,6.926956811026433,121.51221329126602,38.26491026641111,2,254,7.100652758214695,7.355888171073715,6.0432209496364635,0.17369594718826153,122.01003167568109,42.793762233990606,0,189,6.873803344521124,128.60406337640225,43.90482728088214,2,226,7.108121293746118,6.59403170072116,1.1110650468915324,0.2343179492249936
CXR2643_IM-1129,train,117.28108215332031,68.43588449301397,0,249,7.670246128558322,118.88744735717773,68.14144313026044,2,252,7.7477790529612305,1.6063652038574219,-0.29444136275353117,0.0775329244029086,90.02260411771617,77.19528104488474,0,248,6.3957486629209725,93.7086833294173,76.29669468844777,2,250,6.871943232327164,3.686079211701127,-0.8985863564369652,0.4761945694061911
CXR1396_IM-0252,train,137.60662685296475,64.36774000561596,0,227,7.044846490092839,135.42370918469553,62.6865822359286,2,240,7.3075263388495815,-2.1829176682692264,-1.6811577696873599,0.26267984875674255,163.11680563902243,52.84570800632619,0,255,7.5776843608981475,149.5691856971154,54.662731877468985,2,255,7.555689845260053,-13.547619941907044,1.8170238711427942,-0.021994515638094292
CXR2438_IM-0978,train,89.78359985351562,70.37916582566842,0,246,6.997985011095984,97.46985244750977,69.304192604845,0,250,7.330197450988018,7.686252593994141,-1.0749732208234235,0.3322124398920341,127.61083054315476,64.85057094703316,0,225,7.399858345451996,132.44957682291667,68.43030869960657,2,244,7.4456177779159365,4.8387462797619065,3.5797377525734078,0.04575943246394054
CXR3141_IM-1477,train,107.89766555059524,29.862604523722084,0,183,6.862599915618425,117.86918247767858,36.574185465541376,2,232,7.065021622038299,9.971516927083343,6.711580941819292,0.2024217064198739,131.8471397986779,51.81526042789879,0,215,7.2260618677553135,134.70518141526443,52.12294792763508,2,225,7.308471381256465,2.858041616586547,0.3076874997362893,0.08240951350115111
CXR2868_IM-1275,train,132.1851490162037,62.88062977309457,0,255,7.535246520585379,128.26836580504116,65.16747801445392,2,255,7.6283735484543485,-3.9167832111625387,2.286848241359351,0.09312702786896931,77.3762321975047,74.23306876539057,0,251,6.050534832105022,82.75769479755179,75.35431148989971,2,255,6.202131853162227,5.381462600047087,1.1212427245091448,0.15159702105720463
CXR3665_IM-1823,train,121.7655505952381,34.303098097066446,19,255,6.86455839308827,124.5370349702381,44.78046685076305,10,255,7.391485849116865,2.771484375,10.477368753696602,0.526927456028595,92.2461907802484,42.962969121042775,0,253,6.774972548636239,107.83495467748398,50.366830907100436,2,254,7.179248404567936,15.58876389723558,7.403861786057661,0.40427585593169724
CXR1135_IM-0091,train,146.99495755709134,61.21803606325965,0,255,7.82015488667319,136.34552784455127,61.90028728274953,0,255,7.785592543801192,-10.64942971254007,0.6822512194898778,-0.034562342871997664,122.02671148838141,78.56100021222329,0,241,7.435933753369479,120.0484118339343,73.87379311443162,2,248,7.542303573377665,-1.9782996544471132,-4.687207097791671,0.10636982000818573
CXR1151_IM-0102,train,99.81383463541667,28.691727487197234,0,255,6.716648863174791,114.50076729910714,36.09349553310343,2,255,7.018050869657247,14.68693266369047,7.401768045906195,0.30140200648245585,170.23875701121796,55.768956642449666,0,255,7.473621654010629,158.08333646334134,57.817539578258064,2,255,7.548106728669467,-12.155420547876616,2.0485829358083976,0.07448507465883747
CXR1934_IM-0604,train,132.66035079956055,69.4469617728098,0,249,7.278443669584977,131.29891204833984,70.17487028902163,2,253,7.454948376804215,-1.3614387512207031,0.7279085162118264,0.17650470721923828,108.15194229200652,75.24633350607319,0,245,7.229425978304244,109.16196281097064,72.98100928130638,2,252,7.225087803844463,1.0100205189641116,-2.2653242247668004,-0.004338174459780575
CXR3537_IM-1730,train,120.72432105654762,32.24963483788125,15,255,6.833202496498799,123.6377185639881,42.41472951116005,7,255,7.271552478279958,2.9133975074404788,10.165094673278794,0.43834998178115825,121.54898775540866,50.13608200976982,0,255,7.161384893152087,127.05811798878206,54.15363134605513,0,255,7.37252941400782,5.509130233373398,4.017549336285306,0.21114452085573276
CXR1877_IM-0568,train,174.5470982142857,60.94371827969832,0,255,7.551404660830914,150.89488467261904,63.79024377416934,3,255,7.7422325966019265,-23.65221354166667,2.846525494471024,0.1908279357710123,89.56034342447917,44.895088050218895,0,142,6.419367962555247,102.31439365484776,49.48582016234153,2,191,6.955125397899405,12.754050230368591,4.590732112122637,0.5357574353441574
CXR2215_IM-0820,train,99.09141555059524,30.112554772935848,0,255,6.485580088315024,112.55873325892857,36.83305020270046,0,255,6.981983177102979,13.467317708333326,6.720495429764615,0.4964030887879547,171.481689453125,74.53944809411857,0,255,7.2147886727424035,156.9730224609375,70.81772454992134,2,255,7.472477994584038,-14.5086669921875,-3.721723544197232,0.2576893218416343
CXR811_IM-2343,train,118.01138857886905,30.733685082659587,17,249,6.747527089232839,124.77094959077381,39.85789309688648,7,253,7.13820658104029,6.759561011904765,9.124208014226891,0.3906794918074512,167.60551570012018,82.35851307686839,0,255,7.343607290909347,153.33866686698718,76.5355732150964,2,255,7.596132166374992,-14.266848833132997,-5.822939861771985,0.25252487546564506
CXR1149_IM-0101,train,156.42515811011904,57.201445878546465,0,255,7.633392046893775,140.1258045014881,61.67471046356527,2,255,7.761073069146631,-16.299353608630952,4.4732645850188035,0.12768102225285638,153.97635904947916,70.83859896970772,0,255,7.448741794365787,142.79167292668268,68.61108247427715,2,255,7.600112550124268,-11.184686122796478,-2.2275164954305637,0.1513707557584807
CXR3848_IM-1946-1001,train,82.29871159009546,63.792590713210934,0,255,6.564164555703239,90.59115826372314,66.73186646237478,2,255,6.655823230462426,8.29244667362768,2.9392757491638477,0.09165867475918699,71.23567199707031,65.24923133204473,0,255,6.752423998989517,82.94864654541016,69.6005452266196,3,255,6.95704999533427,11.712974548339844,4.351313894574872,0.20462599634475254
CXR2364_IM-0927,train,144.12801732772436,45.614533359237925,3,226,7.27091301965733,140.23081618088943,51.837355708237375,2,241,7.5148390993184435,-3.897201146834931,6.2228223489994505,0.24392607966111335,118.81931402744391,58.80292717187269,3,226,7.043412662811045,124.2153789813702,57.51347853618041,2,236,7.420175686778829,5.396064953926285,-1.2894486356922812,0.3767630239677837
CXR503_IM-2121,train,157.2080364787182,63.58159930711462,0,243,7.612638575860275,154.7652504280822,63.723959554533025,2,247,7.571573309654665,-2.442786050636016,0.14236024741840225,-0.04106526620560924,101.31361224926614,62.66399975440738,0,241,7.524819254806004,111.91301904965754,62.63667783974765,2,247,7.445320011513807,10.599406800391392,-0.027321914659729885,-0.07949924329219638
CXR1927_IM-0600,train,152.29942321777344,61.06489443260164,0,255,7.534497111949242,144.8899269104004,61.93077717133116,2,255,7.559014083690594,-7.409496307373047,0.8658827387295176,0.024516971741352478,119.30317306518555,84.43655452174967,0,252,6.505195096717996,114.82786560058594,81.31704130651647,3,254,6.619656191796469,-4.475307464599609,-3.119513215233198,0.11446109507847346
CXR1187_IM-0126,train,169.93357514880952,55.54687452646448,0,255,7.608087575839097,157.6071800595238,60.11270144927841,2,255,7.655839521132089,-12.326395089285711,4.565826922813933,0.047751945292992204,160.09157151442307,82.85691738223933,0,255,7.15038787645058,147.72942645733173,76.40486419695938,3,255,7.40331425532752,-12.36214505709134,-6.452053185279951,0.25292637887694003
CXR1804_IM-0522,train,161.5024070739746,62.688725756545985,0,252,7.499015983104086,155.85576248168945,62.21737524486886,2,254,7.518789548928554,-5.646644592285156,-0.47135051167712305,0.019773565824467987,142.22627639770508,79.64465082272763,0,255,6.804580517849409,134.82428741455078,75.40180475738502,3,255,6.834422205470564,-7.401988983154297,-4.242846065342604,0.02984168762115491
CXR3176_IM-1497,train,148.2010509672619,70.12310476714617,0,255,7.7851528696696075,132.80946800595237,68.56418115814282,0,255,7.829584238853358,-15.391582961309524,-1.558923609003358,0.04443136918375057,122.60011956630609,84.67063498283309,0,255,7.230643924809531,117.59610689603366,78.89676659496013,2,255,7.500589326299023,-5.004012670272431,-5.773868387872966,0.2699454014894922
CXR899_IM-2407,train,155.79065755208333,52.2091548239242,0,255,7.497067622230938,144.50196242559525,57.72652645247186,2,255,7.626926279337718,-11.28869512648808,5.517371628547657,0.12985865710678013,159.41670422676282,70.88590866449243,0,255,7.4498646565237046,145.4447522285657,69.38371030094643,2,255,7.64884431170812,-13.971951998197113,-1.5021983635460003,0.19897965518441563
CXR248_IM-1008,train,134.98424911499023,63.97867991948524,0,255,7.617677000830637,134.53937911987305,63.64662320061888,2,255,7.618215131949909,-0.4448699951171875,-0.33205671886635457,0.0005381311192715899,97.2497673034668,76.71277870165648,0,255,6.271995031814282,100.68265151977539,75.93222131694453,2,255,6.290628709335667,3.4328842163085938,-0.7805573847119405,0.018633677521385117
CXR2338_IM-0905,train,133.9480700370593,44.13863874835284,3,233,7.253287978359063,133.68346228966345,49.958450489203344,3,241,7.485977619426785,-0.2646077473958428,5.819811740850504,0.23268964106772128,123.38098457532051,91.39407553288221,0,255,6.975216055776526,117.73117926181891,83.71722771721312,2,255,7.2072590021079925,-5.649805313501602,-7.676847815669092,0.23204294633146638
CXR343_IM-1658,train,151.9576301574707,61.507286830959835,0,244,7.621488515506018,149.62646102905273,60.66215926397685,3,249,7.543449748675911,-2.3311691284179688,-0.8451275669829883,-0.07803876683010635,103.79126358032227,72.24769591652051,0,246,7.056340793494943,108.24339294433594,72.12782249168303,0,250,7.059878184882147,4.452129364013672,-0.11987342483747909,0.003537391387204103
CXR20_IM-0653,train,132.02043607102698,57.77857792570543,0,254,7.530656056952953,132.93919836956522,59.07280618721508,2,255,7.566521324797998,0.9187622985382404,1.2942282615096516,0.03586526784504507,106.57097064716916,65.52510086369907,0,255,7.437391063931165,113.11486400068213,65.4532024256956,0,255,7.384907568843458,6.543893353512971,-0.07189843800347262,-0.05248349508770733
CXR138_IM-0244,train,146.72616958618164,58.35893935709158,0,255,7.57504228015924,139.91799545288086,60.429104089411496,3,255,7.5917576905487625,-6.808174133300781,2.070164732319917,0.016715410389522845,123.98516217854132,72.58455706601174,0,255,7.216087997124688,122.41031763806915,70.7972445004703,2,255,7.216147488409435,-1.5748445404721707,-1.7873125655414412,5.949128474735943e-05
CXR3174_IM-1496,train,105.86102676391602,72.43079235406746,0,239,7.547552381773238,113.83069610595703,70.41817460288155,0,254,7.638768221614652,7.969669342041016,-2.012617751185914,0.09121583984141335,142.08524460565476,50.885678356655795,0,228,7.453662260073946,141.36072358630952,59.034890666404046,2,241,7.6136028502193795,-0.7245210193452465,8.14921230974825,0.1599405901454336
CXR687_IM-2255,train,130.82724609375,30.872542539227105,1,191,6.838702657365009,135.96176990327382,37.29865918852563,2,216,7.034348234660204,5.134523809523813,6.426116649298528,0.1956455772951946,98.7174573066907,31.39284600396116,0,251,6.473286395449933,112.49769944411058,36.076431749139374,2,254,6.825568331865025,13.780242137419876,4.683585745178213,0.35228193641509176
CXR2945_IM-1345,train,159.62305152529763,54.1337867784153,0,247,7.592427322852827,153.80674758184523,59.62584566609703,2,248,7.55814754149595,-5.816303943452397,5.492058887681729,-0.034279781356876704,108.54714255136986,69.45638453018555,0,255,7.5299008555095295,114.53582130626224,67.08758443256795,2,255,7.55568418727407,5.988678754892376,-2.3688000976175942,0.02578333176454084
CXR563_IM-2164,train,113.36610582803327,79.87606205292428,0,249,7.297153423950676,115.84579867906066,78.89078858812566,2,255,7.412235767194499,2.4796928510273943,-0.9852734647986239,0.11508234324382283,60.41981103228963,60.922772118669165,0,246,6.098876791416977,72.91983778742662,65.28972819523445,2,252,6.223479233357606,12.500026755136986,4.36695607656528,0.1246024419406293
CXR3280_IM-1561,train,104.88036796374199,43.02818560327539,0,255,6.342799460074982,114.61764135116186,46.78852488434575,2,255,6.94562429845572,9.737273387419876,3.760339281070358,0.6028248383807382,119.99493117559524,27.662062080547983,16,249,6.721882307471869,124.96554594494047,39.49612521316619,6,254,7.181110140004225,4.970614769345232,11.834063132618205,0.4592278325323562
CXR2358_IM-0922-0001,train,160.16442278519418,92.80954663579368,0,255,7.051143784843002,148.45257193062298,88.88674719059277,0,255,7.313249405542855,-11.711850854571196,-3.9227994452009085,0.2621056206998533,113.17709256796691,56.303254841623385,0,255,7.369654064031675,117.87717475620568,63.34738901447254,2,255,7.668079555555698,4.700082188238767,7.044134172849155,0.2984254915240232
CXR2923_IM-1326,train,146.47877139136904,44.04629171936189,6,231,7.217368613191663,141.33225911458334,51.55016146649349,2,243,7.508530722821331,-5.1465122767857,7.503869747131603,0.29116210962966793,124.19358160556891,58.969170028220965,5,225,7.171538824889353,126.33698292267628,58.74016790853841,2,238,7.490555598892257,2.143401317107376,-0.2290021196825549,0.31901677400290396
